#Frame      Mode1    Mode2
     802  -11.878   -2.080
     803  -11.344   -2.485
     804  -11.530   -3.865
     805  -11.314   -4.032
     806  -12.058   -3.224
     807  -11.977   -3.336
     808  -11.154   -2.316
     809  -11.821   -3.143
     810  -12.702   -3.157
     811  -12.598   -3.011
     812  -12.672   -3.055
     813  -11.199   -2.618
     814  -11.496   -2.666
     815  -12.268   -2.669
     816  -10.784   -2.551
     817  -10.065   -2.264
     818  -11.408   -1.035
     819  -10.137   -1.934
     820  -10.648   -2.599
     821   -8.809   -3.933
     822  -11.012   -1.804
     823  -11.163   -0.965
     824   -9.407   -1.796
     825   -9.670   -1.205
     826   -9.550   -2.865
     827   -8.788   -1.667
     828   -9.721   -1.828
     829  -11.695   -2.167
     830  -10.086   -1.973
     831   -9.342   -1.729
     832  -12.957   -1.847
     833  -10.727   -3.514
     834  -12.322   -4.265
     835  -10.024   -2.666
     836   -9.260   -3.122
     837   -9.245   -2.610
     838   -9.322   -1.549
     839   -9.468   -1.682
     840  -11.669   -2.862
     841  -11.203   -3.214
     842  -10.723   -2.211
     843   -9.671   -3.156
     844  -10.830   -1.776
     845   -9.188   -1.885
     846  -10.676   -1.459
     847   -8.573   -2.561
     848   -8.918   -2.209
     849   -9.593   -1.949
     850  -10.671   -1.247
     851  -10.214   -1.606
     852   -9.642   -2.468
     853   -9.038   -2.025
     854   -9.058   -2.566
     855   -8.263   -2.018
     856   -8.516   -2.474
     857  -10.009   -1.536
     858   -9.586   -1.490
     859  -10.691   -2.329
     860  -10.882   -2.393
     861   -9.907   -2.799
     862  -10.701   -2.997
     863  -10.626   -1.957
     864  -10.913   -2.117
     865  -11.138   -2.291
     866   -9.190   -1.114
     867   -8.849   -1.221
     868   -7.111   -1.373
     869   -8.474   -1.036
     870  -11.077   -1.106
     871  -10.784   -1.917
     872  -10.186   -1.336
     873  -11.014   -1.082
     874  -10.017   -1.468
     875   -9.731   -1.618
     876   -9.763   -2.277
     877   -9.520   -0.254
     878   -9.895   -1.073
     879  -12.011   -1.095
     880  -10.490   -2.284
     881   -8.182   -0.148
     882   -9.984   -0.186
     883   -9.626   -1.213
     884   -9.443   -1.968
     885  -10.463   -0.825
     886  -11.131   -0.697
     887   -8.565   -0.257
     888   -8.842   -0.823
     889   -7.120   -1.609
     890   -5.378   -1.393
     891   -5.463   -0.908
     892   -5.827    0.891
     893   -6.009    1.918
     894   -6.422    1.659
     895   -7.486    1.114
     896   -6.808   -0.485
     897   -8.231   -0.796
     898   -8.561   -0.752
     899   -5.765   -0.631
     900   -5.998   -0.075
     901   -6.004   -1.998
     902   -5.674   -0.299
     903   -6.610   -1.447
     904   -6.793   -0.572
     905   -6.800   -1.327
     906   -6.464   -0.102
     907   -6.450   -0.744
     908   -7.783   -1.252
     909   -6.932   -1.699
     910   -6.827   -2.107
     911   -9.685   -1.742
     912   -8.588   -0.406
     913   -8.426   -0.138
     914   -7.151   -0.462
     915   -8.003   -0.325
     916   -7.947   -2.948
     917   -7.449   -2.781
     918   -8.300   -0.285
     919  -10.127   -2.294
     920   -9.031   -1.793
     921   -9.563   -2.831
     922   -9.459   -1.568
     923  -10.091   -1.641
     924  -11.718   -0.553
     925  -11.033   -0.455
     926  -11.931   -0.790
     927  -10.473    0.293
     928   -9.568   -0.853
     929   -8.508    0.611
     930   -7.495   -0.303
     931   -7.118   -0.086
     932   -6.641   -1.062
     933   -7.016   -1.865
     934   -8.347   -0.785
     935   -8.211   -2.104
     936   -8.428   -1.092
     937   -9.933   -0.637
     938   -9.265   -0.907
     939  -10.185   -0.671
     940   -7.524   -1.032
     941   -7.742   -1.085
     942   -4.491   -1.112
     943   -5.826   -1.550
     944   -7.052   -2.900
     945   -5.888   -3.188
     946   -7.378   -2.486
     947   -7.535   -3.618
     948   -6.772   -3.918
     949   -7.678   -4.046
     950   -8.013   -2.466
     951   -8.134   -3.135
     952   -5.606   -2.599
     953   -6.856   -3.998
     954   -8.184   -3.641
     955   -9.195   -4.929
     956   -9.280   -2.778
     957   -9.780   -2.110
     958   -8.520   -1.341
     959   -9.425   -1.213
     960   -8.733   -1.155
     961   -7.568    0.521
     962   -8.921   -0.404
     963   -8.427   -1.239
     964   -8.505   -0.909
     965   -8.626   -0.547
     966  -11.578   -2.284
     967  -10.796   -1.907
     968  -11.170   -1.808
     969   -9.402   -1.678
     970  -10.472   -1.371
     971  -10.247   -1.770
     972  -10.102   -2.680
     973   -9.059   -2.717
     974   -8.013   -2.395
     975   -8.559   -2.120
     976   -7.992   -1.175
     977   -7.680   -1.734
     978   -7.697   -3.887
     979   -8.198   -2.295
     980   -7.154   -2.752
     981   -9.046   -2.410
     982   -6.888   -4.233
     983   -7.387   -4.609
     984   -8.390   -2.499
     985   -6.413   -1.123
     986   -4.683   -1.768
     987   -4.924   -3.604
     988   -6.222   -3.427
     989   -4.198   -3.092
     990   -4.143   -3.606
     991   -6.095   -0.885
     992   -6.506   -3.115
     993   -7.017   -3.148
     994   -4.919   -3.220
     995   -5.432   -3.028
     996   -8.141   -3.088
     997   -7.799   -3.560
     998   -7.187   -2.860
     999   -5.717   -3.619
    1000   -4.614   -4.044
    1001   -5.959   -3.055
    1002   -5.448   -4.788
    1003   -6.791   -4.614
    1004   -5.422   -4.122
    1005   -7.366   -2.765
    1006   -8.426   -2.772
    1007  -11.329   -3.275
    1008   -8.724   -3.915
    1009   -8.136   -2.558
    1010   -6.218   -4.125
    1011   -6.414   -2.977
    1012   -4.855   -3.262
    1013   -6.255   -3.739
    1014   -7.033   -3.701
    1015   -9.431   -4.808
    1016   -9.077   -6.454
    1017   -7.653   -5.981
    1018   -7.758   -5.687
    1019   -8.157   -4.528
    1020   -8.872   -5.690
    1021   -7.682   -5.537
    1022   -7.902   -4.843
    1023   -6.973   -4.108
    1024   -7.605   -4.448
    1025   -8.406   -3.914
    1026   -8.904   -4.822
    1027   -7.139   -3.888
    1028   -9.421   -3.691
    1029   -8.451   -2.196
    1030   -8.978   -2.840
    1031   -7.929   -2.927
    1032   -5.684   -2.782
    1033   -6.804   -1.421
    1034   -6.908   -2.357
    1035   -7.275   -2.515
    1036   -6.532   -4.217
    1037   -6.863   -3.905
    1038   -8.232   -2.134
    1039   -9.503   -2.668
    1040   -9.159   -2.866
    1041   -8.121   -2.770
    1042   -7.956   -2.806
    1043   -5.205   -2.780
    1044   -4.367   -3.865
    1045   -6.142   -2.753
    1046   -3.507   -3.636
    1047   -3.803   -2.054
    1048   -6.066   -2.180
    1049   -6.705   -3.082
    1050   -6.876   -2.091
    1051   -7.323   -1.477
    1052   -5.407   -2.407
    1053   -4.483   -1.755
    1054   -5.196   -1.450
    1055   -4.280   -1.686
    1056   -6.023    0.866
    1057   -6.402   -0.172
    1058   -7.297   -1.084
    1059   -8.285   -0.344
    1060   -8.073    0.097
    1061   -6.755    0.193
    1062   -5.593   -0.205
    1063   -4.378   -0.034
    1064   -5.600   -1.804
    1065   -5.695   -2.688
    1066   -8.666   -2.887
    1067   -8.934   -5.307
    1068   -8.603   -6.360
    1069   -7.731   -5.119
