#Frame      RoG_00001 RoG_00001[Max]
       1      17.5788        28.4421
       2      17.5627        28.5402
       3      17.5672        28.6820
       4      17.6723        28.5305
       5      17.6537        28.3774
       6      17.6800        28.5695
       7      17.5635        28.1492
       8      17.6100        28.6459
       9      17.6649        28.6609
      10      17.7236        28.7527
      11      17.6434        28.7888
      12      17.6350        28.3562
      13      17.5181        27.6274
      14      17.5522        27.8783
      15      17.5775        28.3744
      16      17.5549        28.0212
      17      17.6151        27.8110
      18      17.5632        27.6220
      19      17.5803        28.0053
      20      17.6281        28.1808
      21      17.7120        28.8816
      22      17.7031        28.2556
      23      17.5841        28.0420
      24      17.5845        28.1509
      25      17.6159        28.6458
      26      17.6158        28.2599
      27      17.6041        28.3802
      28      17.6563        28.2965
      29      17.6023        28.0809
      30      17.6148        28.2345
      31      17.5935        28.3484
      32      17.6605        28.0991
      33      17.6701        28.4582
      34      17.5636        28.1626
      35      17.5577        28.2541
      36      17.6119        28.5445
      37      17.6447        28.4126
      38      17.6174        28.6165
      39      17.6664        28.5862
      40      17.5685        28.3754
      41      17.5949        28.7155
      42      17.5878        28.5381
      43      17.6029        28.4312
      44      17.5460        28.1278
      45      17.5590        28.8378
      46      17.6233        28.5143
      47      17.5368        28.0761
      48      17.6497        28.0509
      49      17.6754        28.1617
      50      17.6035        28.2448
      51      17.6020        27.9786
      52      17.6235        28.1666
      53      17.6058        28.1986
      54      17.6508        28.2958
      55      17.7446        28.5358
      56      17.6891        28.2632
      57      17.7544        28.5104
      58      17.6653        28.5403
      59      17.6499        28.0635
      60      17.7779        28.6458
      61      17.6698        28.5077
      62      17.6873        28.7018
      63      17.6369        28.2019
      64      17.6761        28.5440
      65      17.6283        28.3511
      66      17.6231        28.6230
      67      17.7232        28.9642
      68      17.6960        28.5750
      69      17.6678        28.6381
      70      17.6638        28.6936
      71      17.6858        28.8661
      72      17.7428        28.6699
      73      17.6450        28.3834
      74      17.7107        29.3634
      75      17.7887        28.8333
      76      17.7606        29.2073
      77      17.7257        28.8765
      78      17.8077        28.7678
      79      17.7767        28.6918
      80      17.6560        28.2450
      81      17.7581        28.4604
      82      17.7474        28.4009
      83      17.7907        28.3482
      84      17.7464        28.0636
      85      17.7044        27.9834
      86      17.7391        28.2982
      87      17.7061        28.3014
      88      17.7070        28.3377
      89      17.6893        28.3341
      90      17.7337        28.4783
      91      17.7456        28.5669
      92      17.7743        28.5742
      93      17.8448        28.8028
      94      17.7276        28.1522
      95      17.7001        28.1832
      96      17.7580        28.3315
      97      17.7282        28.5340
      98      17.7240        28.6003
      99      17.7961        28.6877
     100      17.7482        28.5706
     101      17.7656        28.7254
     102      17.7035        28.5108
     103      17.7590        28.4715
     104      17.7186        29.1070
     105      17.7776        28.6354
     106      17.6922        28.2601
     107      17.6862        28.3609
     108      17.7116        28.4172
     109      17.6468        28.3621
     110      17.6505        28.1860
     111      17.7065        28.2003
     112      17.6267        28.1977
     113      17.7020        28.5870
     114      17.6395        28.4343
     115      17.6290        28.5135
     116      17.6415        28.3517
     117      17.5519        27.9295
     118      17.6201        27.8905
     119      17.5640        27.8175
     120      17.5503        28.2464
     121      17.5702        27.8053
     122      17.5264        27.9560
     123      17.5137        27.8792
     124      17.4833        28.0160
     125      17.4874        27.8092
     126      17.4675        27.8548
     127      17.5133        28.0188
     128      17.4894        28.1711
     129      17.5715        27.9732
     130      17.5601        28.3347
     131      17.5567        27.7928
     132      17.5259        27.8517
     133      17.5622        27.6825
     134      17.6054        27.9075
     135      17.5858        27.9753
     136      17.5222        28.0391
     137      17.5226        27.9239
     138      17.5928        27.8580
     139      17.6084        28.0400
     140      17.5820        28.1288
     141      17.5717        28.0913
     142      17.5933        28.1280
     143      17.6707        28.4208
     144      17.6476        28.5970
     145      17.6658        28.5562
     146      17.5544        27.9330
     147      17.5731        28.1676
     148      17.5990        28.3083
     149      17.5530        28.3185
     150      17.5781        28.3353
     151      17.6361        28.0255
     152      17.6495        28.5282
     153      17.7286        28.0561
     154      17.6140        27.8606
     155      17.6763        28.6406
     156      17.6472        27.9963
     157      17.7007        28.5521
     158      17.6980        28.6561
     159      17.6980        28.2250
     160      17.6579        28.0343
     161      17.6455        27.9928
     162      17.6258        28.4759
     163      17.6797        28.4662
     164      17.7176        28.3759
     165      17.6383        28.4094
     166      17.7050        28.7083
     167      17.7502        28.8728
     168      17.7090        29.0767
     169      17.7049        28.6181
     170      17.6615        28.4202
     171      17.7546        28.5663
     172      17.7650        28.8975
     173      17.7661        28.8813
     174      17.7287        28.5528
     175      17.6945        28.3443
     176      17.6419        28.2041
     177      17.6314        28.8016
     178      17.6348        28.3873
     179      17.7166        28.9499
     180      17.6841        29.1427
     181      17.6905        28.3627
     182      17.6834        29.7246
     183      17.6773        28.7875
     184      17.6302        28.2858
     185      17.7227        28.6798
     186      17.7486        28.5421
     187      17.7006        28.5276
     188      17.6713        28.5635
     189      17.6987        28.6967
     190      17.6275        29.1911
     191      17.6631        28.9530
     192      17.6960        28.8738
     193      17.7747        29.7988
     194      17.7317        29.2435
     195      17.7408        29.5348
     196      17.7035        29.2376
     197      17.7140        29.3084
     198      17.7197        28.7571
     199      17.6878        29.1243
     200      17.6913        29.0520
     201      17.7269        28.8527
     202      17.7027        28.4559
     203      17.6076        28.2011
     204      17.6605        28.1763
     205      17.6779        28.6466
     206      17.6708        28.5668
     207      17.6647        28.4617
     208      17.6810        28.6454
     209      17.7252        28.5492
     210      17.7793        28.6261
     211      17.7662        28.5684
     212      17.7339        28.9401
     213      17.7033        29.2172
     214      17.7132        28.4311
     215      17.6425        28.5298
     216      17.6500        28.9567
     217      17.7000        28.9093
     218      17.6496        28.4303
     219      17.7350        29.0107
     220      17.6191        29.0201
     221      17.6779        29.1800
     222      17.6293        28.6808
     223      17.7706        29.0628
     224      17.6557        28.7081
     225      17.6426        28.3240
     226      17.6952        29.2941
     227      17.7029        29.1540
     228      17.7016        28.7203
     229      17.5729        28.1794
     230      17.6240        28.6399
     231      17.7910        29.2418
     232      17.7023        28.7112
     233      17.6758        29.0109
     234      17.7022        28.5447
     235      17.6509        28.5073
     236      17.7298        28.9426
     237      17.7623        28.7547
     238      17.6754        28.3748
     239      17.6281        28.2833
     240      17.6414        28.6123
     241      17.6553        29.4643
     242      17.6832        29.3358
     243      17.6766        29.0343
     244      17.6465        27.9958
     245      17.7968        28.6397
     246      17.7085        28.4215
     247      17.6587        28.5346
     248      17.6000        28.4131
     249      17.5952        28.6756
     250      17.5970        28.4455
     251      17.6880        28.1807
     252      17.7545        29.0350
     253      17.6820        28.3670
     254      17.6792        28.4842
     255      17.6225        28.4043
     256      17.6316        28.2573
     257      17.7443        28.9259
     258      17.7430        28.5079
     259      17.8289        28.8155
     260      17.7625        28.8220
     261      17.7508        29.2319
     262      17.7207        28.8036
     263      17.7941        28.9886
     264      17.7746        28.7362
     265      17.8395        29.5431
     266      17.7921        29.0164
     267      17.8001        28.9746
     268      17.7591        28.6907
     269      17.6649        28.5081
     270      17.7012        28.6958
     271      17.7106        28.8040
     272      17.7247        28.8765
     273      17.6888        28.5383
     274      17.6738        28.1546
     275      17.6313        28.2845
     276      17.6469        28.4195
     277      17.8015        28.7449
     278      17.7242        28.3364
     279      17.6964        28.4352
     280      17.6860        28.5012
     281      17.6452        28.7349
     282      17.7194        28.9835
     283      17.7947        28.3277
     284      17.7135        28.2669
     285      17.7395        28.4287
     286      17.7266        28.3791
     287      17.7084        28.4828
     288      17.6967        28.0711
     289      17.7343        28.2214
     290      17.6135        27.8143
     291      17.6332        28.4609
     292      17.7613        28.7783
     293      17.7688        28.4027
     294      17.6931        28.6059
     295      17.7076        28.5604
     296      17.7801        28.7176
     297      17.7504        28.6082
     298      17.6783        28.6333
     299      17.7427        28.6572
     300      17.7676        28.4329
     301      17.8048        28.9281
     302      17.8425        28.7620
     303      17.8505        28.9224
     304      17.9329        29.3847
     305      17.8986        29.1013
     306      17.8240        28.9605
     307      17.8639        28.6055
     308      17.8068        28.9136
     309      17.8460        28.8835
     310      17.8421        29.0594
     311      17.8986        29.3470
     312      17.8229        28.7928
     313      17.7928        28.3672
     314      17.7436        28.2482
     315      17.7700        28.4546
     316      17.7175        28.2017
     317      17.7768        28.4590
     318      17.7723        28.9945
     319      17.6436        28.1343
     320      17.6628        28.0747
     321      17.6693        28.4264
     322      17.6228        28.5704
     323      17.6910        27.9961
     324      17.7000        27.8810
     325      17.7125        28.0606
     326      17.6873        28.3820
     327      17.6736        27.9659
     328      17.6731        28.5912
     329      17.7149        28.5954
     330      17.6656        28.1611
     331      17.6677        28.3401
     332      17.5641        28.6058
     333      17.5454        28.3318
     334      17.6119        28.6789
     335      17.5377        27.8947
     336      17.5800        28.0628
     337      17.5965        28.3248
     338      17.6400        28.3651
     339      17.6824        28.4282
     340      17.6698        28.0550
     341      17.6223        28.7229
     342      17.5951        28.4703
     343      17.6073        28.2994
     344      17.6048        28.8721
     345      17.5697        28.5802
     346      17.5723        27.4828
     347      17.6037        28.2915
     348      17.6330        28.3021
     349      17.6611        28.2358
     350      17.6314        28.1301
     351      17.6866        28.2745
     352      17.5969        27.9432
     353      17.6307        28.4384
     354      17.6567        28.4917
     355      17.6325        28.4512
     356      17.6789        28.3290
     357      17.6900        28.4129
     358      17.6874        28.3957
     359      17.6571        27.9266
     360      17.6528        27.8832
     361      17.6771        28.2141
     362      17.6867        28.3248
     363      17.6720        28.7701
     364      17.6368        28.1984
     365      17.6374        28.1961
     366      17.6921        28.1729
     367      17.6821        28.1252
     368      17.6524        28.1483
     369      17.7130        28.3349
     370      17.6714        28.3173
     371      17.5757        27.9389
     372      17.5825        28.4264
     373      17.6577        28.5436
     374      17.7242        28.4081
     375      17.6721        28.0322
     376      17.6641        28.0770
     377      17.6582        27.8058
     378      17.7626        27.9446
     379      17.7554        28.0749
     380      17.7595        28.4813
     381      17.6926        28.3949
     382      17.7454        28.6091
     383      17.7900        28.5282
     384      17.7857        28.5018
     385      17.6750        29.0156
     386      17.7180        28.5062
     387      17.7513        28.9374
     388      17.7431        28.8378
     389      17.7668        28.6582
     390      17.7837        28.6914
     391      17.7235        28.5141
     392      17.7408        28.6064
     393      17.7091        29.0918
     394      17.6900        28.9181
     395      17.6385        28.3438
     396      17.7707        28.6692
     397      17.8575        28.8213
     398      17.7671        28.5578
     399      17.7420        28.7424
     400      17.7118        28.9373
     401      17.7310        28.6989
     402      17.7330        28.5357
     403      17.7698        28.7031
     404      17.7057        28.3812
     405      17.7857        29.0617
     406      17.7273        28.3042
     407      17.7991        28.5302
     408      17.8000        28.8918
     409      17.7644        28.4350
     410      17.7602        28.2931
     411      17.7082        28.4453
     412      17.6931        28.3438
     413      17.6596        28.2212
     414      17.7248        28.6082
     415      17.7463        28.8446
     416      17.7020        28.1044
     417      17.6799        28.5601
     418      17.6790        28.5019
     419      17.7228        28.2736
     420      17.7394        28.5110
     421      17.7350        28.9869
     422      17.7111        28.9786
     423      17.6789        28.6949
     424      17.7709        28.8635
     425      17.7180        28.5155
     426      17.7399        28.4709
     427      17.7556        28.8231
     428      17.7236        28.3360
     429      17.6869        28.2772
     430      17.6450        28.4519
